accession	tax_id	scientific_name	base_count	last_updated	first_public	description
AY279323	7220	Drosophila erecta	319	2006-11-14	2004-03-31	Drosophila erecta alcohol dehydrogenase related (Adhr) gene, partial cds.
X60792	7227	Drosophila melanogaster	1901	2006-11-14	1991-10-07	D.melanogaster (strain RI32) Adh gene for alcohol dehydrogenase
U95273	46792	Drosophila insularis	1183	2005-04-18	1999-01-06	Drosophila insularis FA alcohol dehydrogenase (Adh) gene, complete cds.
AB261140	387622	Drosophila maculinotata	840	2007-11-03	2007-11-03	Drosophila maculinotata Adh gene for alcohol dehydrogenase, partial cds.
X57361	7240	Drosophila simulans	969	2006-11-14	1991-07-17	Drosophila simulans (individual c) Adh gene for alcohol dehydrogenase
AB154559	30033	Drosophila kikkawai	683	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh18.
AF201446	7240	Drosophila simulans	481	2006-11-14	2000-07-03	Drosophila simulans isolate MD112 alcohol dehydrogenase (Adhr) gene, intron 1.
AY095942	42027	Drosophila kuntzei	431	2008-12-16	2003-05-01	Drosophila kuntzei isolate kun2 alcohol dehydrogenase (Adh) gene, partial cds.
AY335200	30047	Drosophila sturtevanti	792	2005-04-16	2003-12-31	Drosophila sturtevanti clone Dsturt2 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471624	381467	Drosophila multidentata	711	2006-07-20	2006-07-20	Drosophila multidentata strain 55 alcohol dehydrogenase (Adh) gene, partial cds.
JX455212	7240	Drosophila simulans	480	2014-01-02	2012-09-03	Drosophila simulans isolate HW03 alcohol dehydrogenase (Adhr) gene, intron 1.
KJ767239	7227	Drosophila melanogaster	872	2014-10-29	2014-09-04	Drosophila melanogaster strain Samarkand alcohol dehydrogenase (Adh) gene, partial cds.
KX976496	7245	Drosophila yakuba	771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_Tai_18 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976499	7245	Drosophila yakuba	771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_Airport_16_5 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976511	7245	Drosophila yakuba	771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_1_19 alcohol dehydrogenase (Adh) mRNA, complete cds.
LC057197	1660391	Drosophila sp. KO4	822	2019-06-04	2019-06-04	Drosophila sp. KO4 Adh gene for alcohol dehydrogenase, partial cds.
M19276	7240	Drosophila simulans	829	2006-11-14	1991-07-26	D.simulans alcohol dehydrogenase gene, exons 1,2 and 3.
M60984	7237	Drosophila pseudoobscura	3494	2006-11-14	1992-04-30	Drosophila pseudoobscura (strain AH133) alcohol dehydrogenase (adh) gene, complete cds.
U95270	46793	Drosophila paulistorum	1168	2005-04-18	1999-01-06	Drosophila paulistorum 0771.4 alcohol dehydrogenase (Adh) gene, complete cds.
AB154546	30033	Drosophila kikkawai	686	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh05.
AF201431	7240	Drosophila simulans	480	2006-11-14	2000-07-03	Drosophila simulans isolate HW09 alcohol dehydrogenase (Adhr) gene, intron 1.
DQ471648	381452	Drosophila barutani	711	2006-07-20	2006-07-20	Drosophila barutani strain 245 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110516	30042	Drosophila prosaltans	859	2011-06-02	2011-05-06	Drosophila prosaltans isolate D_Pros_c2 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110517	30042	Drosophila prosaltans	828	2011-06-02	2011-05-06	Drosophila prosaltans isolate D_pros_c3 alcohol dehydrogenase (Adh) gene, partial cds.
KX976503	7245	Drosophila yakuba	771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_SN_Cascade_22 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976508	7245	Drosophila yakuba	771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_COST_1235_3 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976510	7245	Drosophila yakuba	771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_OBAT_1200_5 alcohol dehydrogenase (Adh) mRNA, complete cds.
M60982	7237	Drosophila pseudoobscura	3472	2006-11-14	1992-04-30	Drosophila pseudoobscura (strain AH100) alcohol dehydrogenase adh gene, complete cds.
AB154545	30033	Drosophila kikkawai	683	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh04.
AB154563	74550	Drosophila lini	698	2005-04-14	2004-04-01	Drosophila lini gene for alcohol dehydrogenase, partial cds, isolate:DliniAdh.
AF201426	7226	Drosophila mauritiana	478	2006-11-14	2000-07-03	Drosophila mauritiana isolate BG1 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201439	7240	Drosophila simulans	485	2006-11-14	2000-07-03	Drosophila simulans isolate SC00 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201444	7240	Drosophila simulans	479	2006-11-14	2000-07-03	Drosophila simulans isolate RU259 alcohol dehydrogenase (Adhr) gene, intron 1.
AF284480	7238	Drosophila sechellia	700	2006-11-14	2000-11-02	Drosophila sechellia strain 24 alcohol dehydrogenase (Adh) gene, partial cds.
AY095936	42028	Drosophila limbata	446	2008-12-16	2003-05-01	Drosophila limbata isolate lim2 alcohol dehydrogenase (Adh) gene, partial cds.
AY095937	193351	Drosophila transversa	437	2008-12-16	2003-05-01	Drosophila transversa isolate tra3 alcohol dehydrogenase (Adh) gene, partial cds.
AY095945	126591	Drosophila curvispina	443	2008-12-16	2003-05-01	Drosophila curvispina isolate cur2 alcohol dehydrogenase (Adh) gene, partial cds.
AY156524	7232	Drosophila navojoa	879	2005-04-16	2003-03-03	Drosophila navojoa alcohol dehydrogenase 1 (adh-1) gene, complete cds.
EU532125	46793	Drosophila paulistorum	542	2010-01-21	2010-01-21	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.
KX976514	7245	Drosophila yakuba	771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_2_11b alcohol dehydrogenase (Adh) mRNA, complete cds.
M60986	7237	Drosophila pseudoobscura	3463	2006-11-14	1992-01-26	Drosophila pseudoobscura (strain AH144) alcohol dehydrogenase (adh) gene, complete cds.
AB154547	30033	Drosophila kikkawai	683	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh06.
AB154555	30033	Drosophila kikkawai	683	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh14.
AF201433	7240	Drosophila simulans	479	2006-11-14	2000-07-03	Drosophila simulans isolate NC48 alcohol dehydrogenase (Adhr) gene, intron 1.
KX976509	7245	Drosophila yakuba	771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_2_14 alcohol dehydrogenase (Adh) mRNA, complete cds.
AY095948	193352	Drosophila unispina	442	2008-12-16	2003-05-01	Drosophila unispina isolate uni2 alcohol dehydrogenase (Adh) gene, partial cds.
KX976504	7245	Drosophila yakuba	771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_SA_3 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976494	7245	Drosophila yakuba	771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_Cascade_21_Combined alcohol dehydrogenase (Adh) mRNA, complete cds.
AB669844	30035	Drosophila malagassya	840	2014-01-02	2014-01-02	Drosophila malagassya Adh gene for alcohol dehydrogenase, partial cds, strain: J6.
AB669863	30033	Drosophila kikkawai	832	2014-01-02	2014-01-02	Drosophila kikkawai Adh gene for alcohol dehydrogenase, partial cds, strain: HNL123.
AB669870	307244	Drosophila ogumai	836	2014-01-02	2014-01-02	Drosophila ogumai Adh gene for alcohol dehydrogenase, partial cds, strain: RGN206.
AF136671	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana G96.11X alcohol dehydrogenase (Adh) gene, partial cds.
AF136684	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana G96.38Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136689	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana G96.13Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136703	40372	Drosophila americana texana	884	2005-04-15	1999-06-03	Drosophila americana texana LP97.12 alcohol dehydrogenase (Adh) gene, partial cds.
AF459754	7217	Drosophila ananassae	290	2006-11-14	2002-05-16	Drosophila ananassae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459774	7274	Drosophila serrata	290	2006-11-14	2002-05-16	Drosophila serrata alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
L78927	7270	Drosophila mimica	822	2005-04-17	1996-06-25	Drosophila mimica (strain 15292-2561.8) alcohol dehydrogenase gene, partial cds.
U64538	7237	Drosophila pseudoobscura	3510	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS280 allele, complete cds.
U64553	7237	Drosophila pseudoobscura	3455	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS342 allele, complete cds.
U64554	7237	Drosophila pseudoobscura	3467	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS343 allele, complete cds.
AB669892	1084238	Drosophila pseudobaimaii	779	2014-01-02	2014-01-02	Drosophila pseudobaimaii Adh gene for alcohol dehydrogenase, partial cds, strain: K41.
AF136693	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana G96.45Y alcohol dehydrogenase (Adh) gene, partial cds.
AF175213	7227	Drosophila melanogaster	951	1999-12-21	1999-10-06	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h18 allele, complete cds.
AF175215	7227	Drosophila melanogaster	951	1999-12-21	1999-10-06	Drosophila melanogaster alcohol dehydrogenase (Adh) gene, Adh-h3 allele, complete cds.
L78924	7270	Drosophila mimica	822	2005-04-17	1996-06-25	Drosophila mimica (strain 15292-2561.4) alcohol dehydrogenase gene, partial cds.
L78926	7270	Drosophila mimica	822	2005-04-17	1996-06-25	Drosophila mimica (strain 15292-2561.6) alcohol dehydrogenase gene, partial cds.
U76475	7224	Drosophila hydei	897	2005-04-18	1996-11-19	Drosophila hydei strain 7 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AF136660	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana G96.12X alcohol dehydrogenase (Adh) gene, partial cds.
AF136666	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana G96.24X alcohol dehydrogenase (Adh) gene, partial cds.
AF136697	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana G96.12Y alcohol dehydrogenase (Adh) gene, partial cds.
AF459752	30038	Drosophila mimetica	290	2006-11-14	2002-05-16	Drosophila mimetica alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459759	69217	Drosophila pallidosa	290	2006-11-14	2002-05-16	Drosophila pallidosa alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459761	112146	Drosophila bicornuta	290	2006-11-14	2002-05-16	Drosophila bicornuta alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459762	61426	Drosophila diplacantha	290	2006-11-14	2002-05-16	Drosophila diplacantha alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459766	132243	Drosophila vulcana	290	2006-11-14	2002-05-16	Drosophila vulcana alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459768	47315	Drosophila auraria	290	2006-11-14	2002-05-16	Drosophila auraria alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459780	137074	Drosophila mayri	290	2006-11-14	2002-05-16	Drosophila mayri alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AY364501	7230	Drosophila mojavensis	880	2005-04-16	2004-01-30	Drosophila mojavensis strain 87 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
EF560574	306028	Drosophila gasici	622	2008-07-12	2008-05-01	Drosophila gasici pop-variant Arica alcohol dehydrogenase (adh) gene, partial cds.
U64521	7237	Drosophila pseudoobscura	3484	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-GB48 allele, complete cds.
U64523	7237	Drosophila pseudoobscura	3468	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS231 allele, complete cds.
U64527	7237	Drosophila pseudoobscura	3474	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS246 allele, complete cds.
U76469	7224	Drosophila hydei	897	2005-04-18	1996-11-19	Drosophila hydei strain 1 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AB669825	47315	Drosophila auraria	842	2014-01-02	2014-01-02	Drosophila auraria Adh gene for alcohol dehydrogenase, partial cds, strain: A12.
AB669845	30035	Drosophila malagassya	836	2014-01-02	2014-01-02	Drosophila malagassya Adh gene for alcohol dehydrogenase, partial cds, strain: J52.
AB669878	7274	Drosophila serrata	838	2014-01-02	2014-01-02	Drosophila serrata Adh gene for alcohol dehydrogenase, partial cds, strain: POM503.
AF136701	40372	Drosophila americana texana	884	2005-04-15	1999-06-03	Drosophila americana texana LP97.05 alcohol dehydrogenase (Adh) gene, partial cds.
AF459748	94111	Drosophila prostipennis	290	2006-11-14	2002-05-16	Drosophila prostipennis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
U76471	7224	Drosophila hydei	897	2005-04-18	1996-11-19	Drosophila hydei strain 3 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AF459745	7218	Drosophila bifasciata	290	2006-11-14	2002-05-16	Drosophila bifasciata alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
EF560575	306028	Drosophila gasici	622	2008-07-12	2008-05-01	Drosophila gasici pop-variant Cochabamba alcohol dehydrogenase (adh) gene, partial cds.
U64531	7237	Drosophila pseudoobscura	3473	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS256 allele, complete cds.
AY695390	133979	Drosophila dunni	385	2006-08-01	2006-08-01	Drosophila dunni strain Puerto Rico alcohol dehydrogenase (Adh) mRNA, partial cds.
AF136664	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana G96.23X alcohol dehydrogenase (Adh) gene, partial cds.
U94200	251450	Drosophila longiperda	204	2005-04-18	1998-02-23	Drosophila sp. 'white tip scutellum' alcohol dehydrogenase (Adh) gene, partial cds.
U64558	7237	Drosophila pseudoobscura	3471	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS353 allele, complete cds.
AH011596	51159	Drosophila lutescens	911	2016-04-08	2016-04-08	Drosophila lutescens strain 14022-0271.0 alcohol dehydrogenase (Adh) gene, partial cds.
AY340286	40366	Drosophila americana	881	2005-04-16	2003-08-13	Drosophila americana pop-variant NN97.08X alcohol dehydrogenase (Adh) gene, partial cds.
AY340290	40366	Drosophila americana	881	2005-04-16	2003-08-13	Drosophila americana pop-variant N00.05X alcohol dehydrogenase (Adh) gene, partial cds.
AY364500	7230	Drosophila mojavensis	880	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 122 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY364503	7230	Drosophila mojavensis	880	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 154 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY364504	7230	Drosophila mojavensis	880	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 132 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY364516	7230	Drosophila mojavensis	879	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 115 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY874364	7241	Drosophila subobscura	1412	2005-05-31	2005-05-31	Drosophila subobscura strain line 6 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AB669823	154832	Drosophila asahinai	839	2014-01-02	2014-01-02	Drosophila asahinai Adh gene for alcohol dehydrogenase, partial cds, strain: AM2K-1.
AB669843	114631	Drosophila greeni	830	2014-01-02	2014-01-02	Drosophila greeni Adh gene for alcohol dehydrogenase, partial cds, strain: gree-CNRS.
AB669895	77130	Drosophila tsukubaensis	841	2014-01-02	2014-01-02	Drosophila tsukubaensis Adh gene for alcohol dehydrogenase, partial cds, strain: tsuk-TKM.
AB932672	98362	Drosophila ruberrima	858	2014-10-26	2014-10-26	Drosophila ruberrima Adh gene for alcohol dehydrogenase, partial cds, strain: E-14601.
AF136650	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana D.am-.0X alcohol dehydrogenase (Adh) gene, partial cds.
AY340279	40366	Drosophila americana	881	2005-04-16	2003-08-13	Drosophila americana pop-variant DN00.02X alcohol dehydrogenase (Adh) gene, partial cds.
AY340300	40366	Drosophila americana	881	2005-04-16	2003-08-13	Drosophila americana pop-variant NN97.02Y alcohol dehydrogenase (Adh) gene, partial cds.
AY541101	198719	Drosophila innubila	555	2005-08-24	2004-12-13	Drosophila innubila strain CH5_M76 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
U76481	7231	Drosophila mulleri	902	2005-04-18	1997-03-06	Drosophila mulleri strain -1371.18 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AF136653	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana D.am-.9X alcohol dehydrogenase (Adh) gene, partial cds.
AY340291	40366	Drosophila americana	881	2005-04-16	2003-08-13	Drosophila americana pop-variant NN00.07X alcohol dehydrogenase (Adh) gene, partial cds.
AY340293	40366	Drosophila americana	881	2005-04-16	2003-08-13	Drosophila americana pop-variant DN00.01Y alcohol dehydrogenase (Adh) gene, partial cds.
AY364502	7230	Drosophila mojavensis	880	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 127 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY541100	198719	Drosophila innubila	555	2005-08-24	2004-12-13	Drosophila innubila strain CH5_M4 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AB703323	7254	Drosophila narragansett	405	2012-03-18	2012-03-18	Drosophila narragansett Adh gene for alcohol dehydrogenase, partial cds, clone: D.narragansett.
AF136652	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana D.am-.6X alcohol dehydrogenase (Adh) gene, partial cds.
AF136655	95109	Drosophila americana americana	884	2005-04-15	1999-06-03	Drosophila americana americana D.am-.7X alcohol dehydrogenase (Adh) gene, partial cds.
AH011595	67534	Drosophila triauraria	546	2016-04-08	2016-04-08	Drosophila triauraria strain 14028-0691.0 alcohol dehydrogenase (Adh) gene, partial cds.
AY340298	40366	Drosophila americana	881	2005-04-16	2003-08-13	Drosophila americana pop-variant DN01.03Y alcohol dehydrogenase (Adh) gene, partial cds.
AY364511	7230	Drosophila mojavensis	879	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 36 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY541096	198719	Drosophila innubila	555	2005-08-24	2004-12-13	Drosophila innubila strain CH3_M4 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
